 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, rowcost
Eb major (3b), 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:1:0:0:1, 4+0:1:0:0:1, 3+0:0:0:0:0, 1+0:0:0:0:0, 4+0:2:0:0:2, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 5+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:1:0:0:1, 3+0:1:0:0:1, 3+0:0:0:0:0, 3+0:1:0:0:1, 4+0:1:0:0:1, 4+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 120+0:8:0:0:8
A major (3#), 4+0:1:0:0:0, 6+0:2:0:0:0, 6+0:2:0:0:1, 6+0:2:0:0:0, 4+0:1:0:0:0, 6+0:2:0:0:0, 6+0:2:0:0:1, 5+0:2:0:0:0, 4+0:1:0:0:0, 6+0:2:0:0:0, 6+0:2:0:0:1, 6+0:2:0:0:0, 4+0:1:0:0:0, 6+0:2:0:0:0, 6+0:2:0:0:1, 5+0:2:0:0:0, 2+0:0:0:0:0, 3+0:2:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 7+0:1:0:0:0, 4+0:1:0:0:0, 5+0:2:0:0:0, 5+0:1:0:0:0, 4+0:1:0:0:0, 6+0:2:0:0:0, 6+0:2:0:0:1, 6+0:2:0:0:0, 4+0:1:0:0:0, 6+0:2:0:0:0, 6+0:2:0:0:1, 5+0:2:0:0:0, 5+0:2:0:0:1, 5+0:2:0:0:0, 6+0:2:0:0:1, 5+0:2:0:0:0, 6+0:3:0:0:1, 7+0:4:0:0:2, 6+0:2:0:0:0, 5+0:2:0:0:0, 7+0:4:0:0:2, 5+0:2:0:0:0, 3+0:1:0:0:0, 9+0:3:0:0:0, 6+0:4:0:0:2, 4+0:3:0:0:1, 5+0:3:0:0:2, 4+0:2:0:0:1, 2+0:1:0:0:0, 3+0:2:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 5+0:1:0:0:1, 6+0:1:0:0:0, 5+0:2:0:0:0, 6+0:2:0:0:0, 4+0:2:0:0:1, 4+0:1:0:0:0, 6+0:2:0:0:1, 4+0:1:0:0:0, 8+0:4:0:0:2, 6+0:3:0:0:1, 7+0:3:0:0:1, 5+0:2:0:0:0, 5+0:2:0:0:1, 329+0:119:0:0:28
C minor (3b), 1+0:0:0:0:0, 2+0:1:0:0:1, 3+0:1:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:1, 3+0:1:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:1, 3+0:1:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:1, 3+0:1:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:0, 5+0:1:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 5+0:2:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 1+0:0:0:0:0, 2+0:1:0:0:1, 3+0:1:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:1, 3+0:1:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:1:0:0:0, 1+0:0:0:0:0, 6+0:1:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 2+0:1:0:0:0, 4+0:1:0:0:0, 2+0:0:0:0:0, 2+0:1:0:0:1, 5+0:2:0:0:1, 5+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 159+0:25:0:0:13
F# minor (3#), 4+0:1:0:0:3, 6+0:1:0:0:3, 6+0:2:0:0:3, 6+0:2:0:0:4, 4+0:1:0:0:3, 6+0:1:0:0:3, 6+0:2:0:0:3, 5+0:2:0:0:4, 4+0:1:0:0:3, 6+0:1:0:0:3, 6+0:2:0:0:3, 6+0:2:0:0:4, 4+0:1:0:0:3, 6+0:1:0:0:3, 6+0:2:0:0:3, 5+0:2:0:0:4, 2+0:0:0:0:2, 4+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:1, 8+0:1:0:0:4, 5+0:1:0:0:3, 5+0:1:0:0:3, 5+0:1:0:0:4, 4+0:1:0:0:3, 6+0:1:0:0:3, 6+0:2:0:0:3, 6+0:2:0:0:4, 4+0:1:0:0:3, 6+0:1:0:0:3, 6+0:2:0:0:3, 5+0:2:0:0:4, 5+0:2:0:0:4, 5+0:2:0:0:4, 6+0:2:0:0:3, 5+0:2:0:0:4, 6+0:3:0:0:5, 7+0:4:0:0:5, 6+0:2:0:0:4, 5+0:2:0:0:4, 7+0:4:0:0:6, 5+0:2:0:0:4, 3+0:1:0:0:2, 9+0:2:0:0:4, 6+0:4:0:0:6, 4+0:3:0:0:3, 5+0:3:0:0:5, 4+0:2:0:0:4, 2+0:0:0:0:1, 3+0:1:0:0:2, 3+0:0:0:0:1, 4+0:0:0:0:1, 6+0:1:0:0:3, 7+0:1:0:0:4, 5+0:2:0:0:4, 6+0:2:0:0:4, 4+0:2:0:0:4, 4+0:1:0:0:3, 6+0:2:0:0:4, 4+0:1:0:0:3, 8+0:4:0:0:6, 6+0:3:0:0:4, 7+0:3:0:0:5, 5+0:2:0:0:4, 5+0:2:0:0:4, 336+0:107:0:0:221
C minor mel (3b), 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:0, 4+0:1:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 5+0:2:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:1:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 3+0:1:0:0:0, 2+0:0:0:0:0, 5+0:1:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 4+0:1:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 1+0:1:0:0:0, 3+0:1:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:1, 5+0:2:0:0:1, 4+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 150+0:19:0:0:7
F# minor mel (3#), 5+0:1:0:0:3, 6+0:1:0:0:3, 7+0:2:0:0:3, 7+0:2:0:0:4, 5+0:1:0:0:3, 6+0:1:0:0:3, 7+0:2:0:0:3, 6+0:2:0:0:4, 5+0:1:0:0:3, 6+0:1:0:0:3, 7+0:2:0:0:3, 7+0:2:0:0:4, 5+0:1:0:0:3, 6+0:1:0:0:3, 7+0:2:0:0:3, 6+0:2:0:0:4, 3+0:0:0:0:2, 5+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:1, 9+0:1:0:0:4, 6+0:1:0:0:3, 5+0:1:0:0:3, 6+0:1:0:0:4, 5+0:1:0:0:3, 6+0:1:0:0:3, 7+0:2:0:0:3, 7+0:2:0:0:4, 5+0:1:0:0:3, 6+0:1:0:0:3, 7+0:2:0:0:3, 6+0:2:0:0:4, 6+0:2:0:0:4, 6+0:2:0:0:4, 7+0:2:0:0:3, 6+0:2:0:0:4, 7+0:3:0:0:5, 7+0:4:0:0:5, 7+0:2:0:0:4, 6+0:2:0:0:4, 8+0:4:0:0:6, 5+0:2:0:0:4, 4+0:1:0:0:2, 10+0:2:0:0:4, 6+0:3:0:0:5, 4+0:3:0:0:3, 6+0:3:0:0:5, 5+0:2:0:0:4, 3+0:0:0:0:1, 4+0:1:0:0:2, 4+0:0:0:0:1, 5+0:0:0:0:1, 7+0:1:0:0:3, 7+0:2:0:0:4, 5+0:2:0:0:4, 7+0:2:0:0:4, 5+0:2:0:0:4, 5+0:1:0:0:3, 7+0:2:0:0:4, 4+0:1:0:0:3, 8+0:3:0:0:5, 6+0:3:0:0:4, 8+0:3:0:0:5, 6+0:2:0:0:4, 6+0:2:0:0:4, 385+0:106:0:0:219
Eb major blues (3b), 2+0:0:0:0:0, 3+0:0:0:0:1, 5+0:0:0:0:1, 5+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 5+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 5+0:0:0:0:1, 5+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 5+0:0:0:0:1, 3+0:0:0:0:0, 5+0:1:0:0:1, 5+0:1:0:0:2, 5+0:0:0:0:2, 3+0:0:0:0:1, 6+0:1:0:0:2, 4+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 5+0:0:0:0:1, 5+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 5+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:1, 5+0:0:0:0:0, 3+0:0:0:0:0, 6+0:0:0:0:0, 5+0:0:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:1, 6+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:1, 4+0:1:0:0:1, 5+0:0:0:0:2, 5+0:1:0:0:2, 6+0:1:0:0:2, 5+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 5+0:0:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 243+0:7:0:0:41
A major blues (3#), 5+0:1:0:0:0, 6+0:2:0:0:1, 7+0:2:0:0:1, 7+0:2:0:0:2, 5+0:1:0:0:0, 6+0:2:0:0:1, 7+0:2:0:0:1, 6+0:2:0:0:1, 5+0:1:0:0:0, 6+0:2:0:0:1, 7+0:2:0:0:1, 7+0:2:0:0:2, 5+0:1:0:0:0, 6+0:2:0:0:1, 7+0:2:0:0:1, 6+0:2:0:0:1, 4+0:0:0:0:0, 4+0:1:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 8+0:1:0:0:0, 5+0:1:0:0:0, 5+0:2:0:0:1, 6+0:3:0:0:3, 5+0:1:0:0:0, 6+0:2:0:0:1, 7+0:2:0:0:1, 7+0:2:0:0:2, 5+0:1:0:0:0, 6+0:2:0:0:1, 7+0:2:0:0:1, 6+0:2:0:0:1, 6+0:2:0:0:1, 6+0:2:0:0:1, 7+0:2:0:0:1, 6+0:2:0:0:1, 7+0:3:0:0:2, 7+0:4:0:0:3, 7+0:2:0:0:0, 6+0:2:0:0:1, 8+0:4:0:0:3, 5+0:2:0:0:1, 4+0:1:0:0:0, 10+0:3:0:0:2, 7+0:3:0:0:2, 4+0:3:0:0:2, 6+0:3:0:0:2, 5+0:2:0:0:1, 3+0:0:0:0:0, 5+0:2:0:0:1, 3+0:0:0:0:0, 5+0:0:0:0:1, 6+0:1:0:0:0, 6+0:2:0:0:1, 5+0:2:0:0:1, 7+0:2:0:0:1, 5+0:2:0:0:1, 5+0:1:0:0:1, 7+0:2:0:0:1, 4+0:1:0:0:1, 8+0:3:0:0:2, 6+0:3:0:0:2, 8+0:3:0:0:2, 6+0:2:0:0:1, 6+0:2:0:0:1, 381+0:118:0:0:65
C minor blues (3b), 2+0:0:0:0:0, 3+0:0:0:0:1, 5+0:0:0:0:1, 5+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 5+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 5+0:0:0:0:1, 5+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 5+0:0:0:0:1, 3+0:0:0:0:0, 5+0:1:0:0:1, 5+0:1:0:0:2, 5+0:0:0:0:2, 3+0:0:0:0:1, 6+0:1:0:0:2, 4+0:0:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 5+0:0:0:0:1, 5+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:1, 5+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 5+0:0:0:0:1, 5+0:0:0:0:0, 3+0:0:0:0:0, 6+0:0:0:0:0, 5+0:0:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:1, 6+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:0:0:1, 4+0:1:0:0:1, 5+0:0:0:0:2, 5+0:1:0:0:2, 6+0:1:0:0:2, 5+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 5+0:0:0:0:1, 3+0:0:0:0:0, 4+0:0:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:0, 243+0:7:0:0:41
F# minor blues (3#), 5+0:1:0:0:0, 6+0:2:0:0:1, 7+0:2:0:0:1, 7+0:2:0:0:2, 5+0:1:0:0:0, 6+0:2:0:0:1, 7+0:2:0:0:1, 6+0:2:0:0:1, 5+0:1:0:0:0, 6+0:2:0:0:1, 7+0:2:0:0:1, 7+0:2:0:0:2, 5+0:1:0:0:0, 6+0:2:0:0:1, 7+0:2:0:0:1, 6+0:2:0:0:1, 4+0:0:0:0:0, 4+0:1:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 8+0:1:0:0:0, 5+0:1:0:0:0, 5+0:2:0:0:1, 6+0:3:0:0:3, 5+0:1:0:0:0, 6+0:2:0:0:1, 7+0:2:0:0:1, 7+0:2:0:0:2, 5+0:1:0:0:0, 6+0:2:0:0:1, 7+0:2:0:0:1, 6+0:2:0:0:1, 6+0:2:0:0:1, 6+0:2:0:0:1, 7+0:2:0:0:1, 6+0:2:0:0:1, 7+0:3:0:0:2, 7+0:4:0:0:3, 7+0:2:0:0:0, 6+0:2:0:0:1, 8+0:4:0:0:3, 5+0:2:0:0:1, 4+0:1:0:0:0, 10+0:3:0:0:2, 7+0:3:0:0:2, 4+0:3:0:0:2, 6+0:3:0:0:2, 5+0:2:0:0:1, 3+0:0:0:0:0, 5+0:2:0:0:1, 3+0:0:0:0:0, 5+0:0:0:0:1, 6+0:1:0:0:0, 6+0:2:0:0:1, 5+0:2:0:0:1, 7+0:2:0:0:1, 5+0:2:0:0:1, 5+0:1:0:0:1, 7+0:2:0:0:1, 4+0:1:0:0:1, 8+0:3:0:0:2, 6+0:3:0:0:2, 8+0:3:0:0:2, 6+0:2:0:0:1, 6+0:2:0:0:1, 381+0:118:0:0:65
Eb dorian (3b), 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 105+0:0:0:0:7
A dorian (3#), 5+0:1:0:0:0, 6+0:2:0:0:1, 7+0:2:0:0:1, 7+0:2:0:0:2, 5+0:1:0:0:0, 6+0:2:0:0:1, 7+0:2:0:0:1, 6+0:2:0:0:1, 5+0:1:0:0:0, 6+0:2:0:0:1, 7+0:2:0:0:1, 7+0:2:0:0:2, 5+0:1:0:0:0, 6+0:2:0:0:1, 7+0:2:0:0:1, 6+0:2:0:0:1, 3+0:0:0:0:0, 4+0:1:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 8+0:1:0:0:0, 5+0:1:0:0:0, 5+0:2:0:0:1, 6+0:1:0:0:1, 5+0:1:0:0:0, 6+0:2:0:0:1, 7+0:2:0:0:1, 7+0:2:0:0:2, 5+0:1:0:0:0, 6+0:2:0:0:1, 7+0:2:0:0:1, 6+0:2:0:0:1, 6+0:2:0:0:1, 6+0:2:0:0:1, 7+0:2:0:0:1, 6+0:2:0:0:1, 7+0:3:0:0:2, 7+0:4:0:0:3, 7+0:2:0:0:0, 6+0:2:0:0:1, 8+0:4:0:0:3, 5+0:2:0:0:1, 4+0:1:0:0:0, 10+0:3:0:0:2, 6+0:3:0:0:2, 4+0:3:0:0:2, 6+0:3:0:0:2, 5+0:2:0:0:1, 3+0:0:0:0:0, 4+0:2:0:0:1, 3+0:0:0:0:0, 5+0:0:0:0:1, 6+0:1:0:0:0, 6+0:2:0:0:1, 5+0:2:0:0:1, 7+0:2:0:0:1, 5+0:2:0:0:1, 5+0:1:0:0:1, 7+0:2:0:0:1, 4+0:1:0:0:1, 7+0:3:0:0:2, 6+0:3:0:0:2, 8+0:3:0:0:2, 6+0:2:0:0:1, 6+0:2:0:0:1, 377+0:116:0:0:63
Eb phrygian (3b), 1+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 5+0:1:0:0:1, 5+0:1:0:0:1, 4+0:0:0:0:1, 2+0:0:0:0:1, 4+0:1:0:0:1, 3+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:1, 4+0:1:0:0:1, 4+0:0:0:0:1, 4+0:1:0:0:2, 5+0:1:0:0:1, 3+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 166+0:7:0:0:29
A phrygian (3#), 3+0:1:0:0:0, 5+0:2:0:0:0, 5+0:2:0:0:0, 5+0:2:0:0:0, 3+0:1:0:0:0, 5+0:2:0:0:0, 5+0:2:0:0:0, 4+0:2:0:0:0, 3+0:1:0:0:0, 5+0:2:0:0:0, 5+0:2:0:0:0, 5+0:2:0:0:0, 3+0:1:0:0:0, 5+0:2:0:0:0, 5+0:2:0:0:0, 4+0:2:0:0:0, 3+0:1:0:0:0, 3+0:2:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 6+0:1:0:0:0, 3+0:1:0:0:0, 4+0:2:0:0:0, 5+0:3:0:0:1, 3+0:1:0:0:0, 5+0:2:0:0:0, 5+0:2:0:0:0, 5+0:2:0:0:0, 3+0:1:0:0:0, 5+0:2:0:0:0, 5+0:2:0:0:0, 4+0:2:0:0:0, 5+0:2:0:0:0, 4+0:2:0:0:0, 5+0:2:0:0:0, 4+0:2:0:0:0, 5+0:3:0:0:0, 6+0:4:0:0:1, 5+0:2:0:0:0, 4+0:2:0:0:0, 7+0:3:0:0:0, 4+0:2:0:0:0, 2+0:1:0:0:0, 8+0:4:0:0:0, 6+0:4:0:0:1, 3+0:3:0:0:1, 5+0:3:0:0:1, 4+0:2:0:0:0, 2+0:1:0:0:0, 4+0:3:0:0:0, 1+0:0:0:0:0, 3+0:1:0:0:1, 4+0:1:0:0:1, 5+0:1:0:0:0, 4+0:2:0:0:0, 5+0:2:0:0:0, 4+0:2:0:0:0, 3+0:1:0:0:0, 5+0:2:0:0:0, 3+0:1:0:0:0, 7+0:4:0:0:1, 5+0:3:0:0:1, 7+0:3:0:0:0, 4+0:2:0:0:0, 4+0:2:0:0:0, 278+0:124:0:0:9
Eb lydian (3b), 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:1, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:1, 2+0:0:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 105+0:0:0:0:7
